query,patron,total_postings,tiempo_seg
disney online,t1 AND NOT t2,188,0.000323795
rachel mcadams,t1 AND NOT t2,14,0.000205061
eros movie,t1 AND NOT t2,221,0.000301655
esquire magazine,t1 AND NOT t2,245,0.000274206
wanted ads,t1 AND NOT t2,148,0.000308080
buckle repair,t1 AND NOT t2,32,0.000318906
universal studios,t1 AND NOT t2,82,0.000334131
nazareth college,t1 AND NOT t2,321,0.000401881
acer notebooks,t1 AND NOT t2,12,0.000229785
vanessa carlton,t1 AND NOT t2,16,0.000225176
jane march,t1 AND NOT t2,1436,0.000855445
yahoo games,t1 AND NOT t2,329,0.000360323
mel cottons,t1 AND NOT t2,7,0.000217074
usa today,t1 AND NOT t2,608,0.000473609
amateur boys,t1 AND NOT t2,139,0.000316601
trainspotting movie,t1 AND NOT t2,217,0.000351103
historic site,t1 AND NOT t2,675,0.000524246
pet cages,t1 AND NOT t2,27,0.000249272
map quest,t1 AND NOT t2,466,0.000419760
calendar 2005,t1 AND NOT t2,1192,0.000773239
victor webster,t1 AND NOT t2,55,0.000244872
double beds,t1 AND NOT t2,140,0.000278746
frontier airlines,t1 AND NOT t2,67,0.000219030
liver diet,t1 AND NOT t2,47,0.001910572
united airlines,t1 AND NOT t2,217,0.000331199
imax movies,t1 AND NOT t2,107,0.000260307
consumer reviews,t1 AND NOT t2,210,0.000343560
stuff magazine,t1 AND NOT t2,258,0.000377086
50 cent,t1 AND NOT t2,1448,0.000795240
espn horseracing,t1 AND NOT t2,30,0.000280283
learning measurement,t1 AND NOT t2,116,0.000320163
jessica rabbit,t1 AND NOT t2,22,0.000231112
oasis lyrics,t1 AND NOT t2,89,0.000318696
glades knight,t1 AND NOT t2,50,0.000241240
tanning loft,t1 AND NOT t2,5,0.000252345
pinnacle bank,t1 AND NOT t2,100,0.000261005
verizon wireless,t1 AND NOT t2,24,0.000259748
delta airlines,t1 AND NOT t2,90,0.000275882
smiley faces,t1 AND NOT t2,68,0.000255488
lyme disease,t1 AND NOT t2,89,0.000253393
final destination,t1 AND NOT t2,417,0.000325820
registration codes,t1 AND NOT t2,200,0.000453285
pal joey,t1 AND NOT t2,22,0.000227271
georgia lakes,t1 AND NOT t2,203,0.000263450
erotic arts,t1 AND NOT t2,210,0.000286708
dragon pictures,t1 AND NOT t2,131,0.000290619
cheap tickets,t1 AND NOT t2,53,0.000245779
mag auction,t1 AND NOT t2,20,0.000317719
chicago pneumatic,t1 AND NOT t2,132,0.000275812
candies shoes,t1 AND NOT t2,12,0.000234535
maxim magazine,t1 AND NOT t2,278,0.000431494
fence gate,t1 AND NOT t2,58,0.000252624
organization chart,t1 AND NOT t2,6168,0.002409605
monroe county,t1 AND NOT t2,377,0.000419691
gardening supplies,t1 AND NOT t2,59,0.000334970
love poems,t1 AND NOT t2,319,0.000302493
irish invitations,t1 AND NOT t2,120,0.000274974
pretty models,t1 AND NOT t2,108,0.000330919
post standard,t1 AND NOT t2,432,0.000388470
cars babes,t1 AND NOT t2,73,0.000242566
club safari,t1 AND NOT t2,301,0.000364444
window tinting,t1 AND NOT t2,6044,0.001866012
holiday inn,t1 AND NOT t2,73,0.000258561
free astrology,t1 AND NOT t2,6049,0.002191692
maine vacation,t1 AND NOT t2,58,0.000303121
map quest,t1 AND NOT t2,466,0.000412636
greatest american,t1 AND NOT t2,908,0.000573137
faith promise,t1 AND NOT t2,112,0.000340837
anniversary prints,t1 AND NOT t2,72,0.000266872
carolina beach,t1 AND NOT t2,77,0.000297185
chelsea charms,t1 AND NOT t2,25,0.000298931
ginny hen,t1 AND NOT t2,9,0.000241170
weis markets,t1 AND NOT t2,60,0.000217633
katie holmes,t1 AND NOT t2,18,0.000293762
universal design,t1 AND NOT t2,290,0.000343212
gas lantern,t1 AND NOT t2,75,0.000308569
mortgage calculator,t1 AND NOT t2,11,0.000225805
nys unemployment,t1 AND NOT t2,16,0.000219309
gothic poetry,t1 AND NOT t2,111,0.000264358
omsk russia,t1 AND NOT t2,166,0.000313039
regions bank,t1 AND NOT t2,329,0.000374502
learn graffiti,t1 AND NOT t2,73,0.000301654
air brakes,t1 AND NOT t2,250,0.000332945
diaper instructions,t1 AND NOT t2,27,0.000279514
labyrinth downloads,t1 AND NOT t2,6,0.000196400
sports agents,t1 AND NOT t2,345,0.000328056
jordan capri,t1 AND NOT t2,56,0.000238097
blt prime,t1 AND NOT t2,58,0.000242986
homecoming dresses,t1 AND NOT t2,9,0.000206458
swiss cheese,t1 AND NOT t2,68,0.000215537
latino festival,t1 AND NOT t2,175,0.000366330
family fun,t1 AND NOT t2,890,0.000607151
charities challenge,t1 AND NOT t2,79,0.000338532
bow wow,t1 AND NOT t2,36,0.000816123
science magazine,t1 AND NOT t2,548,0.000359834
greenville tech,t1 AND NOT t2,40,0.000260586
lbc tv,t1 AND NOT t2,346,0.000296068
food lion,t1 AND NOT t2,176,0.000264008
modular homes,t1 AND NOT t2,67,0.000212814
shiz su,t1 AND NOT t2,33,0.000225036
poison ivy,t1 AND NOT t2,27,0.000204362
mason storm,t1 AND NOT t2,84,0.000303541
united airline,t1 AND NOT t2,199,0.000325890
bad dates,t1 AND NOT t2,192,0.000343631
expo electronics,t1 AND NOT t2,47,0.000237328
daisy duke,t1 AND NOT t2,94,0.000366470
discount airlines,t1 AND NOT t2,62,0.000248154
mike tyson,t1 AND NOT t2,65,0.000283844
elven bard,t1 AND NOT t2,6,0.000232649
kingdom hearts,t1 AND NOT t2,371,0.000394966
southwest airlines,t1 AND NOT t2,119,0.000258142
audi usa,t1 AND NOT t2,301,0.000372407
lg tv,t1 AND NOT t2,349,0.000378832
lottery tennessee,t1 AND NOT t2,73,0.000247945
spade game,t1 AND NOT t2,371,0.000403626
myspace layouts,t1 AND NOT t2,49,0.000235582
unleashed movie,t1 AND NOT t2,225,0.000319115
quentin tarantino,t1 AND NOT t2,19,0.000276092
honeycomb board,t1 AND NOT t2,252,0.000352990
electric scooters,t1 AND NOT t2,76,0.000261704
interstate 84,t1 AND NOT t2,182,0.000301864
dolly land,t1 AND NOT t2,399,0.000340767
blood vows,t1 AND NOT t2,127,0.000295089
emily lloyd,t1 AND NOT t2,22,0.000258841
guthrie theater,t1 AND NOT t2,87,0.000245570
gregory brown,t1 AND NOT t2,177,0.000315134
free movies,t1 AND NOT t2,6144,0.002157469
catholic composers,t1 AND NOT t2,142,0.000285311
music downloads,t1 AND NOT t2,780,0.000609665
ear training,t1 AND NOT t2,226,0.000337833
algebra solutions,t1 AND NOT t2,43,0.000297953
bush jokes,t1 AND NOT t2,68,0.000232859
akron usps,t1 AND NOT t2,9,0.000198844
continental airlines,t1 AND NOT t2,74,0.000250249
bird repellent,t1 AND NOT t2,84,0.000224617
daisy duke,t1 AND NOT t2,94,0.000223290
cheap tickets,t1 AND NOT t2,53,0.000229506
anime girl,t1 AND NOT t2,140,0.000242776
virginia beach,t1 AND NOT t2,172,0.000283356
pool paint,t1 AND NOT t2,84,0.000304378
360 dance,t1 AND NOT t2,148,0.000336507
luigi large,t1 AND NOT t2,678,0.000560705
nat turner,t1 AND NOT t2,34,0.000275812
scout springs,t1 AND NOT t2,53,0.000263241
big butts,t1 AND NOT t2,386,0.000391683
tri met,t1 AND NOT t2,187,0.000321979
nbc news,t1 AND NOT t2,402,0.000322468
maryland university,t1 AND NOT t2,662,0.000430516
tennis calf,t1 AND NOT t2,62,0.000283705
punta cana,t1 AND NOT t2,7,0.000241450
popcorn song,t1 AND NOT t2,375,0.000399924
cheap tickets,t1 AND NOT t2,53,0.000217074
map quest,t1 AND NOT t2,466,0.000411519
chrysler crossfire,t1 AND NOT t2,11,0.000221894
unbound bible,t1 AND NOT t2,49,0.000275603
slot machines,t1 AND NOT t2,57,0.000219239
tropical beverages,t1 AND NOT t2,73,0.000217842
harris bank,t1 AND NOT t2,130,0.000240681
wedding invitations,t1 AND NOT t2,52,0.000216166
international movers,t1 AND NOT t2,383,0.000329103
sas radisson,t1 AND NOT t2,7,0.000199404
monroe college,t1 AND NOT t2,356,0.000320512
tina cherian,t1 AND NOT t2,2,0.000210858
websites game,t1 AND NOT t2,400,0.001276183
football rules,t1 AND NOT t2,494,0.000480664
copycat recipes,t1 AND NOT t2,9,0.000250460
longest yard,t1 AND NOT t2,94,0.000346354
removing wallpaper,t1 AND NOT t2,51,0.000215049
century 21,t1 AND NOT t2,1456,0.000687960
anthony schools,t1 AND NOT t2,314,0.000300467
ralph lauren,t1 AND NOT t2,12,0.000232370
animal anatomy,t1 AND NOT t2,215,0.000267082
auto response,t1 AND NOT t2,990,0.000719040
panda scan,t1 AND NOT t2,26,0.000256675
weather report,t1 AND NOT t2,6103,0.002306166
yvonne craig,t1 AND NOT t2,22,0.000285661
anesthesiology news,t1 AND NOT t2,348,0.000348729
baby showers,t1 AND NOT t2,61,0.000320512
terrace bc,t1 AND NOT t2,594,0.000493934
free logo,t1 AND NOT t2,6252,0.002483429
marlin perkins,t1 AND NOT t2,13,0.000320373
paris hilton,t1 AND NOT t2,166,0.000340558
dominican consulate,t1 AND NOT t2,19,0.000226922
game spot,t1 AND NOT t2,444,0.000372476
bobs girls,t1 AND NOT t2,80,0.000272949
strip blackjack,t1 AND NOT t2,47,0.000210578
virus control,t1 AND NOT t2,316,0.000318207
yahoo messenger,t1 AND NOT t2,40,0.000282448
map quest,t1 AND NOT t2,466,0.000371289
neptune retrograde,t1 AND NOT t2,13,0.000205061
rufus wainwright,t1 AND NOT t2,10,0.000196889
tom cruise,t1 AND NOT t2,108,0.000228599
magic teens,t1 AND NOT t2,74,0.000219868
society finch,t1 AND NOT t2,192,0.000290060
1741 1741,t1 AND NOT t2,14,0.000204013
colonial bank,t1 AND NOT t2,140,0.000272740
reading eagle,t1 AND NOT t2,245,0.000374012
free excel,t1 AND NOT t2,6052,0.002315106
verizon wireless,t1 AND NOT t2,24,0.000255209
breaker high,t1 AND NOT t2,580,0.000422833
apple cake,t1 AND NOT t2,43,0.000225665
sony laptop,t1 AND NOT t2,34,0.000361580
ana guerra,t1 AND NOT t2,9,0.000230204
irs gov,t1 AND NOT t2,11,0.000245011
saratoga racetrack,t1 AND NOT t2,13,0.000236002
payment services,t1 AND NOT t2,267,0.000350126
spanish quotes,t1 AND NOT t2,242,0.000329103
american airline,t1 AND NOT t2,842,0.000515865
dungeon lords,t1 AND NOT t2,34,0.000212883
delta song,t1 AND NOT t2,414,0.000326728
trailer tires,t1 AND NOT t2,35,0.000340068
jamaica gleaner,t1 AND NOT t2,33,0.000262822
asheville oasis,t1 AND NOT t2,17,0.000202686
marijuana buds,t1 AND NOT t2,13,0.000249342
questar telescopes,t1 AND NOT t2,9,0.000205271
58 plymouth,t1 AND NOT t2,185,0.000345866
johnny knoxville,t1 AND NOT t2,24,0.000268758
yahoo maps,t1 AND NOT t2,799,0.000470676
uru faq,t1 AND NOT t2,29,0.000206248
detroit casinos,t1 AND NOT t2,54,0.000218541
basketball layout,t1 AND NOT t2,143,0.000242776
posing suits,t1 AND NOT t2,17,0.000229507
bennie dexter,t1 AND NOT t2,9,0.000199264
trinity partners,t1 AND NOT t2,62,0.000218051
katie holmes,t1 AND NOT t2,18,0.000220845
screen names,t1 AND NOT t2,483,0.000366749
aol wallpaper,t1 AND NOT t2,15,0.000215677
migratory cancer,t1 AND NOT t2,69,0.000228948
daily motivator,t1 AND NOT t2,105,0.000273996
carrie underwood,t1 AND NOT t2,13,0.000261914
lava life,t1 AND NOT t2,682,0.000530881
morocco visa,t1 AND NOT t2,49,0.000254789
sims skins,t1 AND NOT t2,6052,0.002278159
holiday inn,t1 AND NOT t2,73,0.002071701
debt consolidation,t1 AND NOT t2,45,0.000240821
screen names,t1 AND NOT t2,483,0.000409563
screen saver,t1 AND NOT t2,84,0.000261285
baby ducks,t1 AND NOT t2,63,0.000243335
poker free,t1 AND NOT t2,6052,0.002277670
cheap flights,t1 AND NOT t2,43,0.000299769
melody 49,t1 AND NOT t2,349,0.000430516
dominic purcell,t1 AND NOT t2,9,0.000204991
yahoo vom,t1 AND NOT t2,31,0.000204013
sony playstation,t1 AND NOT t2,49,0.000250040
birthday cards,t1 AND NOT t2,110,0.000259749
music aol,t1 AND NOT t2,788,0.000527668
sterling ny,t1 AND NOT t2,119,0.000324075
michael goldberg,t1 AND NOT t2,121,0.000235722
sea food,t1 AND NOT t2,347,0.000324772
midland mortgage,t1 AND NOT t2,20,0.000204572
model galleries,t1 AND NOT t2,224,0.000310664
orlando bloom,t1 AND NOT t2,34,0.000210230
word whomp,t1 AND NOT t2,203,0.000300467
tom cruise,t1 AND NOT t2,108,0.000286708
brooke burke,t1 AND NOT t2,18,0.000257374
chevrolet tahoe,t1 AND NOT t2,5,0.000267780
quizzes teen,t1 AND NOT t2,19,0.000224967
progressive insurance,t1 AND NOT t2,80,0.000326728
time shares,t1 AND NOT t2,1508,0.000844898
bear share,t1 AND NOT t2,172,0.000294460
ford escape,t1 AND NOT t2,145,0.000296626
eternal aphrodite,t1 AND NOT t2,18,0.000203315
food service,t1 AND NOT t2,573,0.000404883
ashley benson,t1 AND NOT t2,24,0.000208413
julie ryan,t1 AND NOT t2,40,0.000223290
alias brothers,t1 AND NOT t2,95,0.000285311
ivan nagy,t1 AND NOT t2,12,0.000225036
animal dvd,t1 AND NOT t2,302,0.000408795
anti virus,t1 AND NOT t2,83,0.000256675
jennifer garner,t1 AND NOT t2,16,0.000199822
africa chat,t1 AND NOT t2,143,0.000242707
michael griffith,t1 AND NOT t2,133,0.000235583
movie times,t1 AND NOT t2,645,0.000405791
lawrence sullivan,t1 AND NOT t2,79,0.000254021
nyc hospitals,t1 AND NOT t2,64,0.000220007
credit score,t1 AND NOT t2,181,0.000257164
yahoo es,t1 AND NOT t2,648,0.000514258
americanairlines vacations,t1 AND NOT t2,7,0.000224407
bolivia newspaper,t1 AND NOT t2,180,0.000262333
weather channel,t1 AND NOT t2,177,0.000257723
gamecube roms,t1 AND NOT t2,4,0.000295089
sean john,t1 AND NOT t2,400,0.000320233
funny videos,t1 AND NOT t2,87,0.000262193
brad pitt,t1 AND NOT t2,15,0.000198496
skate tours,t1 AND NOT t2,73,0.000217982
strawberry shortcake,t1 AND NOT t2,3,0.000203594
nj hotels,t1 AND NOT t2,53,0.000217284
amazon music,t1 AND NOT t2,792,0.000473540
aerial photos,t1 AND NOT t2,1559,0.000910830
halle berry,t1 AND NOT t2,21,0.000268269
homeschooling portfolios,t1 AND NOT t2,5,0.000229087
good guys,t1 AND NOT t2,326,0.000585708
mexican mafia,t1 AND NOT t2,69,0.000358996
skull tattoo,t1 AND NOT t2,30,0.000240751
ford mustang,t1 AND NOT t2,55,0.000239634
sharp televisions,t1 AND NOT t2,42,0.000248294
brazil flags,t1 AND NOT t2,164,0.000282028
shakespearean forest,t1 AND NOT t2,102,0.000262054
puppet works,t1 AND NOT t2,381,0.000388820
pic hunter,t1 AND NOT t2,55,0.000240332
fish identification,t1 AND NOT t2,106,0.000297394
kyra sedgwick,t1 AND NOT t2,5,0.000215817
eye drops,t1 AND NOT t2,139,0.000303960
ragnarok online,t1 AND NOT t2,160,0.001559957
josh hubert,t1 AND NOT t2,9,0.000236490
modest mouse,t1 AND NOT t2,78,0.000243894
club pogo,t1 AND NOT t2,293,0.000298302
erase history,t1 AND NOT t2,1228,0.000731263
rent movie,t1 AND NOT t2,227,0.000320233
tanks restorations,t1 AND NOT t2,32,0.000265546
chih dogs,t1 AND NOT t2,33,0.000230484
princess cruise,t1 AND NOT t2,65,0.000348031
discovery channel,t1 AND NOT t2,221,0.000309058
medical discharge,t1 AND NOT t2,164,0.000366330
vital records,t1 AND NOT t2,273,0.000370241
claude parsons,t1 AND NOT t2,23,0.000248154
scanner codes,t1 AND NOT t2,180,0.000290968
duran duran,t1 AND NOT t2,2,0.000219378
train stations,t1 AND NOT t2,306,0.000301655
vegas hotels,t1 AND NOT t2,34,0.000210928
kolomna russia,t1 AND NOT t2,165,0.000247246
dorm pizza,t1 AND NOT t2,14,0.000224477
yahoo games,t1 AND NOT t2,329,0.000298581
murrays auto,t1 AND NOT t2,867,0.000477451
buddy list,t1 AND NOT t2,1736,0.000911249
sam ash,t1 AND NOT t2,70,0.000253322
identifying pills,t1 AND NOT t2,25,0.000203664
circuit city,t1 AND NOT t2,814,0.000563219
keith urban,t1 AND NOT t2,143,0.000313108
respiratory therapist,t1 AND NOT t2,10,0.000225176
office chairs,t1 AND NOT t2,349,0.000387772
cayuga dressage,t1 AND NOT t2,6,0.000304867
birth certificate,t1 AND NOT t2,484,0.000458453
texas lottery,t1 AND NOT t2,176,0.000297744
barnes noble,t1 AND NOT t2,75,0.000316112
music recording,t1 AND NOT t2,903,0.000655133
charlie reese,t1 AND NOT t2,27,0.000210508
musica cristiana,t1 AND NOT t2,7,0.000236909
tattoo skull,t1 AND NOT t2,30,0.000206457
dsl providers,t1 AND NOT t2,18,0.000197587
vending machines,t1 AND NOT t2,38,0.000236420
lyons club,t1 AND NOT t2,300,0.000302283
people search,t1 AND NOT t2,7902,0.002310985
national geographic,t1 AND NOT t2,1179,0.000618256
tom cruise,t1 AND NOT t2,108,0.000238307
evanescence whisper,t1 AND NOT t2,3,0.000264219
map quest,t1 AND NOT t2,466,0.000441691
billy gilman,t1 AND NOT t2,19,0.000252415
auto trader,t1 AND NOT t2,877,0.000507344
pbs kids,t1 AND NOT t2,76,0.000231042
club pogo,t1 AND NOT t2,293,0.000439037
wedding centerpieces,t1 AND NOT t2,47,0.000261634
paris hilton,t1 AND NOT t2,166,0.000339370
cb south,t1 AND NOT t2,514,0.000481222
key west,t1 AND NOT t2,597,0.000570902
alexander movie,t1 AND NOT t2,275,0.000332386
funny jokes,t1 AND NOT t2,31,0.000240262
contact aol,t1 AND NOT t2,107,0.000252415
qatar locale,t1 AND NOT t2,31,0.000260726
papa johns,t1 AND NOT t2,30,0.000226643
soul music,t1 AND NOT t2,839,0.000544291
wwii ships,t1 AND NOT t2,123,0.000310106
madonna wallpaper,t1 AND NOT t2,15,0.000220356
myrtle beach,t1 AND NOT t2,62,0.000272320
marijuana plants,t1 AND NOT t2,97,0.000271132
vera bradley,t1 AND NOT t2,20,0.000250250
prison rape,t1 AND NOT t2,88,0.000254790
cardinal virtues,t1 AND NOT t2,43,0.000268200
pen pals,t1 AND NOT t2,31,0.000242147
phil bradley,t1 AND NOT t2,31,0.000226573
patchy pumpkin,t1 AND NOT t2,3,0.000294879
campylobacter isolation,t1 AND NOT t2,28,0.000204013
photo oft,t1 AND NOT t2,86,0.000220496
deck railing,t1 AND NOT t2,31,0.001060994
driving direction,t1 AND NOT t2,215,0.000291318
lila downs,t1 AND NOT t2,9,0.000247595
mens briefs,t1 AND NOT t2,22,0.000221893
gazebo installation,t1 AND NOT t2,33,0.000351942
soap operas,t1 AND NOT t2,45,0.000247735
collection agency,t1 AND NOT t2,289,0.000408585
1953 mercury,t1 AND NOT t2,229,0.000352500
ny lottery,t1 AND NOT t2,107,0.000278746
nextel forums,t1 AND NOT t2,21,0.000223081
allen tate,t1 AND NOT t2,69,0.000280492
inspirational stories,t1 AND NOT t2,153,0.000310594
official website,t1 AND NOT t2,1486,0.000765136
crystal meth,t1 AND NOT t2,57,0.000247526
photoshop tutorials,t1 AND NOT t2,6,0.000269596
southwest airlines,t1 AND NOT t2,119,0.000253812
hal kelley,t1 AND NOT t2,15,0.000233487
prom dresses,t1 AND NOT t2,7,0.000198565
auto zone,t1 AND NOT t2,1165,0.000561682
georgia fireworks,t1 AND NOT t2,133,0.000269945
map quest,t1 AND NOT t2,466,0.000332945
santos sanchez,t1 AND NOT t2,17,0.000208414
hell ya,t1 AND NOT t2,61,0.000210299
sport authority,t1 AND NOT t2,317,0.000351243
cartoon network,t1 AND NOT t2,221,0.000393639
mickey dolenz,t1 AND NOT t2,11,0.000246408
waco isd,t1 AND NOT t2,25,0.000266663
yahoo messenger,t1 AND NOT t2,40,0.000249062
gator ford,t1 AND NOT t2,52,0.000344958
ray stark,t1 AND NOT t2,67,0.000295928
anne geddes,t1 AND NOT t2,19,0.000295019
rome climate,t1 AND NOT t2,150,0.000373733
naruto chats,t1 AND NOT t2,4,0.000275952
cartoon characters,t1 AND NOT t2,288,0.000322468
steel specifications,t1 AND NOT t2,116,0.000279584
cell phones,t1 AND NOT t2,104,0.000252415
ink refills,t1 AND NOT t2,26,0.000308918
sharon homes,t1 AND NOT t2,69,0.000254790
southwest airlines,t1 AND NOT t2,119,0.000316601
psychogenic polydipsia,t1 AND NOT t2,2,0.000243684
catholic homeschooling,t1 AND NOT t2,90,0.000290270
dr phil,t1 AND NOT t2,62,0.000240472
cif gov,t1 AND NOT t2,10,0.000214210
karma sutra,t1 AND NOT t2,6,0.000230274
amerie rollin,t1 AND NOT t2,7,0.000617627
dvd decoder,t1 AND NOT t2,132,0.000295020
vida guerra,t1 AND NOT t2,12,0.000288175
valley fever,t1 AND NOT t2,89,0.000309058
harlem diplomats,t1 AND NOT t2,19,0.000260516
college stuff,t1 AND NOT t2,331,0.000346843
toon disney,t1 AND NOT t2,31,0.000280073
carolina pottery,t1 AND NOT t2,25,0.000231881
ana mia,t1 AND NOT t2,14,0.000256466
nascar autographs,t1 AND NOT t2,14,0.000226153
king tut,t1 AND NOT t2,273,0.000383650
pulmonary hypertension,t1 AND NOT t2,7,0.000221824
pets health,t1 AND NOT t2,188,0.000352849
herbal life,t1 AND NOT t2,683,0.000455241
national university,t1 AND NOT t2,1130,0.000569435
ashtabula ohio,t1 AND NOT t2,103,0.000238585
gardening tips,t1 AND NOT t2,31,0.000314087
movie times,t1 AND NOT t2,645,0.000512163
weight gain,t1 AND NOT t2,257,0.000464739
clinton investments,t1 AND NOT t2,41,0.000258351
downloading songs,t1 AND NOT t2,270,0.000354666
enlarged spleen,t1 AND NOT t2,28,0.000230763
ufo 800,t1 AND NOT t2,50,0.000304728
spokane motels,t1 AND NOT t2,12,0.000229506
katie holmes,t1 AND NOT t2,18,0.000216585
paris hilton,t1 AND NOT t2,166,0.000286498
filipino actress,t1 AND NOT t2,152,0.001696780
murfreesboro tn,t1 AND NOT t2,40,0.000235303
jean skirt,t1 AND NOT t2,88,0.000267291
afghan radio,t1 AND NOT t2,290,0.000472422
houston wb,t1 AND NOT t2,52,0.000247665
wedding proposals,t1 AND NOT t2,87,0.000293064
braxton hicks,t1 AND NOT t2,6,0.000259888
denon 2105,t1 AND NOT t2,3,0.000208483
dance bush,t1 AND NOT t2,165,0.000274904
italian supermodels,t1 AND NOT t2,198,0.000387213
option quote,t1 AND NOT t2,66,0.000251506
sears appliances,t1 AND NOT t2,11,0.000212673
search engine,t1 AND NOT t2,6159,0.002299740
driving directions,t1 AND NOT t2,98,0.000332805
jfk airport,t1 AND NOT t2,73,0.000246618
kaiser permanente,t1 AND NOT t2,6,0.000248155
niceville florida,t1 AND NOT t2,145,0.000322048
beaver collectibles,t1 AND NOT t2,12,0.000220776
texas cellular,t1 AND NOT t2,187,0.000262682
fat sims,t1 AND NOT t2,41,0.000211906
airline stickers,t1 AND NOT t2,32,0.000215049
landscaping pavers,t1 AND NOT t2,5,0.000191721
yahoo finance,t1 AND NOT t2,104,0.000229716
accidental falls,t1 AND NOT t2,83,0.000229576
spanish translation,t1 AND NOT t2,283,0.000391124
wes craven,t1 AND NOT t2,5,0.000197308
invisible fence,t1 AND NOT t2,28,0.000233627
cat diseases,t1 AND NOT t2,98,0.000225246
washing machines,t1 AND NOT t2,42,0.000204921
music videos,t1 AND NOT t2,847,0.000494352
kitchen equipment,t1 AND NOT t2,155,0.000331547
silk tonight,t1 AND NOT t2,32,0.000231532
free puppies,t1 AND NOT t2,6046,0.002253574
download music,t1 AND NOT t2,821,0.000637602
surgical terminology,t1 AND NOT t2,47,0.000243266
med sed,t1 AND NOT t2,21,0.000304309
judicial watch,t1 AND NOT t2,94,0.000271343
mlb 2006,t1 AND NOT t2,1482,0.000796077
master rao,t1 AND NOT t2,166,0.000330151
frandsen keri,t1 AND NOT t2,2,0.000227551
jane march,t1 AND NOT t2,1436,0.000722812
gia darling,t1 AND NOT t2,7,0.000258910
cnn money,t1 AND NOT t2,225,0.000342722
eb chord,t1 AND NOT t2,106,0.000261774
fleet bank,t1 AND NOT t2,157,0.000322049
indonesia media,t1 AND NOT t2,6101,0.001838772
vascular diseases,t1 AND NOT t2,48,0.000235372
aol games,t1 AND NOT t2,313,0.000412217
crazy places,t1 AND NOT t2,278,0.000438617
496 pc,t1 AND NOT t2,68,0.000251856
wolf tattoo,t1 AND NOT t2,42,0.000286009
ellis island,t1 AND NOT t2,189,0.000296905
super taboo,t1 AND NOT t2,56,0.000238446
national weather,t1 AND NOT t2,609,0.000450841
cinnamon stix,t1 AND NOT t2,4,0.000225735
nigeria newspapers,t1 AND NOT t2,110,0.000264708
mens thong,t1 AND NOT t2,22,0.000288594
live fish,t1 AND NOT t2,434,0.000410820
downtown disney,t1 AND NOT t2,100,0.000258142
mail preferences,t1 AND NOT t2,45,0.000236351
suzanne mcneil,t1 AND NOT t2,6,0.000222452
michael blake,t1 AND NOT t2,134,0.000265265
continental airline,t1 AND NOT t2,56,0.000246618
pure movie,t1 AND NOT t2,266,0.000456638
luis miguel,t1 AND NOT t2,24,0.000236979
hearth pad,t1 AND NOT t2,10,0.000217213
stock quotes,t1 AND NOT t2,113,0.000306753
willies baits,t1 AND NOT t2,2,0.000192210
mail preferences,t1 AND NOT t2,45,0.000252904
indiana lottery,t1 AND NOT t2,72,0.000250529
group usa,t1 AND NOT t2,880,0.001258511
online dictionary,t1 AND NOT t2,320,0.000389587
microsoft lawsuits,t1 AND NOT t2,33,0.000247595
colonel stone,t1 AND NOT t2,166,0.000321071
crab salad,t1 AND NOT t2,15,0.000299559
robins nest,t1 AND NOT t2,23,0.000297115
love test,t1 AND NOT t2,385,0.000489953
lying children,t1 AND NOT t2,453,0.000543872
parents jokes,t1 AND NOT t2,151,0.000312201
money magazine,t1 AND NOT t2,433,0.000385537
tom cruise,t1 AND NOT t2,108,0.000320094
trip advisor,t1 AND NOT t2,112,0.000286778
nail pro,t1 AND NOT t2,70,0.000300188
chris adler,t1 AND NOT t2,127,0.000281889
finding addresses,t1 AND NOT t2,104,0.000287196
woman fighter,t1 AND NOT t2,199,0.000311782
champion air,t1 AND NOT t2,320,0.000318557
chesapeake bay,t1 AND NOT t2,84,0.000216445
yahoo mail,t1 AND NOT t2,67,0.000239983
1980 shasta,t1 AND NOT t2,380,0.000302074
florida offender,t1 AND NOT t2,152,0.000274206
fischer price,t1 AND NOT t2,103,0.000292435
blocked list,t1 AND NOT t2,1751,0.000920260
ebay motors,t1 AND NOT t2,17,0.000271133
tufts university,t1 AND NOT t2,582,0.000492537
american airlines,t1 AND NOT t2,860,0.000583473
diamondbacks roster,t1 AND NOT t2,44,0.000262472
american idol,t1 AND NOT t2,823,0.000567968
maps fl,t1 AND NOT t2,806,0.000561263
stripes movie,t1 AND NOT t2,229,0.000355783
papa johns,t1 AND NOT t2,30,0.000232858
symptoms appendicitis,t1 AND NOT t2,25,0.000226433
ac dc,t1 AND NOT t2,395,0.000402648
robots movie,t1 AND NOT t2,227,0.000295997
samsung 315,t1 AND NOT t2,19,0.000240821
joshua jackson,t1 AND NOT t2,96,0.000222382
times union,t1 AND NOT t2,611,0.000390775
unintended consequences,t1 AND NOT t2,48,0.000245291
wallpaper borders,t1 AND NOT t2,76,0.000217143
sams clubs,t1 AND NOT t2,181,0.000282378
hair cuts,t1 AND NOT t2,88,0.000227481
dog poop,t1 AND NOT t2,66,0.000237538
easy readers,t1 AND NOT t2,120,0.000313319
christmas store,t1 AND NOT t2,158,0.000302144
sweet potato,t1 AND NOT t2,39,0.000237189
kohler accessories,t1 AND NOT t2,21,0.000319674
las vegas,t1 AND NOT t2,37,0.000247875
